name,country,region,sub_region,grape_varietal,wine_type,bottle_price,sale_price,description,merchant,address
 Villa Jolanda Prosecco Extra Dry,Italy,Veneto,Prosecco,Glera,Sparkling,,$11.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Smith Hook Cabernet Sauvignon,United States,California,Central Coast,Cabernet Sauvignon,Still wine,$22.49,$15.99,"During the 1790s, Spanish missionaries recognized the rare soils and favorable climate of the Santa Lucia Highlands of Monterey and planted grapevines there. Yet nearly two hundred years later when our founder Nicolaus (Nicky) Hahn and his wife Gaby first purchased land in the Highlands, cattle, sheep and horses ranged over the hills. Vineyards were a secondary concern.Nicky immediately saw that the land he’d purchased was destined for greater things than grazing stock. He wasted no time. In 1980, the Hahns released their first wine from SLH. A mere eight years later, Nicky led the charge to establish SLH as an American Viticultural Area, a dream he saw realized in 1991.Today, Hahn Family Wines, now run by Nicky and Gaby’s son Philip, owns and sustainably farms 650 acres of estate vineyards in the Santa Lucia Highlands. SLH enjoys worldwide acclaim for the Pinot Noir and Chardonnay made there.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Senor Sangria Red,United States,New York,Hudson Valley,Non-Varietal Red Blend,Still wine,$16.99,$12.99,"In 1810, a French Huguenot emigre named Jean Jaques purchased land in New York’s bucolic Hudson Valley and began planting grapes. By 1837, Mr. Jaques needed more land, so he purchased a plot in the quiet village of Washingtonville, NY, and planted another vineyard. By 1839, his first underground cellars were dug and Mr. Jaques fermented his first wine vintage. Those cellars, the oldest and largest in America, are still in use today at Brotherhood Winery.The Jaques family made wine at the Washingtonville facility for almost 60 years, selling much of it to Jesse and Edward Emerson, two New York City wine merchants. The Emersons, Finger Lakes vinters themselves, understood the high quality of Mr. Jaques’ wine and used it to improve a blend of wine from an organization called The Brotherhood of New Life - an experiment in utopian communal living in the Hudson Valley. When the Emerson family took control of the Washingtonville winery, they renamed it Brotherhood, a name that it still proudly bears today.The Emerson family operated Brotherhood until Prohibition. In 1921, Louis Farrell purchased the winery and its large stock of sacramental wine. He sold wine for religious ceremonies throughout Prohibition, which was finally repealed in 1933. It has been noted that the clergy population in the area grew substantially during this period.Louis and his wife were the first to grasp the value of Brotherhood’s location, as the nearest winery to New York City. They began conducting tours of the winery, highlighting the now-enlarged underground cellars, the history of the facility and its picturesque site. In fact, the Farrell family initiated the very concept of wine tourism, hosting parties and events at the winery that drew hundreds of thousands of fans annually, and introduced the Brotherhood brand to generations of American drinkers.A partnership of businessmen purchased the winery in 1987, including a prominent winemaker from Chile, Mr. Cesar Baeza. Baeza, internationally recognized as a master blender, wine educator and winery consultant, set about creating premium New York varietal wines and converting Brotherhood into a premier destination in NY State.After a disastrous fire in 1999, Brotherhood’s fortunes suffered until 2005, when Mr. Baeza formed a new partnership with two winemaking families from Chile. The Castro and Chadwick families have deep roots in the famous winegrowing areas of the Maule Valley, near San Clemente, where they farm hundreds of acres of Vinifera grapes, along with other fruit.The new Board of Directors has embarked on a massive restoration and renovation program at Brotherhood that includes equipment upgrades, vineyard acquisitions, the planting of new vines and a facility remodeling, highlighting the partners’ commitment to improving quality.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Sutter Home 4-Pack White Merlot,United States,California,N/A,Merlot,Still wine,,$6.99,"At Trinchero Family Estates, our passion for winemaking and delivering the most inspiring flavors from around the globe began more than 60 years ago. In 1947, brothers John and Mario Trinchero traveled to St. Helena, California, near the renowned Napa Valley growing region, and purchased Sutter Home Winery. With its first Sutter Home harvest in 1948, the Trinchero Family crushed three tons of grapes, beginning a long and fruitful history as one of the world’s leading producers of fine wines.As the Trinchero family expanded, so too did the company. Mario’s son Bob joined the team in 1958, eventually becoming the head winemaker after his uncle John retired. Bob focused on growing his family’s efforts, and just 10 years after coming on board, he helped Sutter Home become the first north coast winery to produce commercial wine from Sierra Foothill grapes. He even developed the revolutionary White Zinfandel varietal, which he perfected through innovation, creativity, and a bit of luck in suffering through a ”stuck” fermentation in 1975. With the help of his brother Roger, his wife Evelyn, and his sister Vera, Bob was able to capitalize on the growing demand for White Zinfandel and expand Sutter Home even further.In the 1980s and 1990s, the Trinchero family continued its efforts to produce high-quality, affordably priced varietal wines by purchasing several more California vineyards in areas with choice weather and soil conditions. The family has never lost sight of Sutter Home’s original philosophy to offer ”a great product for a fair price,” even as it acquired more vineyards and additional wineries.Today, with Roger Trinchero leading the way, Trinchero Family Estates represents over 27 brands in the United States and Australia, including Sutter Home, Little Boomey, Menage a Trois, Napa Cellars, and Trinchero Napa Valley. Sutter Home is also the proud sponsor of the Build a Better Burger contest, which pits culinary contestants in an annual burger cookoff to win cash prizes and bragging rites. In all, the last 60 years have been a period of heavy growth and exciting innovation for the Trinchero family, and we look forward to enjoying many more successful years to come.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Gnarly Head Pinot Grigio,United States,California,N/A,Pinot Gris,Still wine,$13.59,$10.99,"Gnarly Head Pinot Grigio is crafted for the adventurous—boldly fruit-driven, with bright flavors and zesty acidity. Our winemakers carefully select grapes from California’s finest growing regions, choosing only the best fruit. Gnarly Pinot Grigio proves that white wine can be bold and racy. It’s a refreshing, mouthwatering wine with bright acidity and mineral notes, the perfect sipper for every occasion.Totally refreshing, Gnarly Pinot Grigio offers aromas and flavors of citrus blossom and honeysuckle, followed by Meyer lemon, honeydew and white nectarine. Pop open a bottle...Gnarly Pinot Grigio rocks on its own or with hot and spicy Asian dishes. Kung Pao!",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Dry Creek Fume Blanc,United States,California,Sonoma County,Sauvignon Blanc,Still wine,N/A,N/A,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Tomasello Ranier White,United States,New Jersey,N/A,Non-Varietal White Blend,Still wine,,$14.99,"To make great wines you need a few key ingredients. Naturally, things like good soil, healthy vines, sunlight, plentiful grapes and good barrels are all necessary. However, truly great wines require something more --something our family has cultivated alongside our 70 acres of premium varietals since 1933 --hard work and passion. Founded over 78 years ago by our grandfather, we are the third generation of Tomasellos to build upon his great vision. Not only through dedicating our lives to growing and producing excellent wines that are a true expression of the Outer Coastal Plain --a historically celebrated American wine growing region, but by bringing our wines closer to your families with four elegant tasting rooms and gift shops throughout the great Garden State. There is a saying in the wine business that “great wines are made in the vineyard.” We would like to take that a step beyond and say that: Yes, great wines are made at our vineyard, but it is the celebrations, the gatherings, the good times with family and friends that makes a wine even greater.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Melini Chianti Borghi d' Elsa,Italy,Tuscany,Chianti,Sangiovese,Still wine,,$8.99,"Wine Type: Dry Red Grape Type: 80% Sangiovese, 10% Canaiolo Nero, 7% Malvasia, 3% Trebbiano. Country: Italy Region: Tuscany",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 14 Hands Chardonnay,United States,Washington,N/A,Chardonnay,Still wine,$15.19,$10.99,"The inspiration for 14 Hands wines recalls a time when wild mustangs once freely roamed the hills of eastern Washington State. These small horses, measuring a scant 14 hands high - a “hand” being equivalent to a man’s palm width and how horses were measured then - would travel down from the hills every day to drink from the mighty Columbia River and graze upon the luscious waist high grasses along the riverbank, and then retreat back up into the hills to cool off at night. Strong and tenacious, these little horses became known for their endurance and were revered around the world.This unique and beautiful landscape that gave these unbridled horses their spirit and tenacity now feeds our vines. With loamy-sand and gravel soils, these hills require a strong and determined grapevine, and our 14 Hands vines revel in this unique and world class terroir. With the fruit from these tenacious vines, 14 Hands wines are handcrafted into big, bold, juicy fruit forward reds and crisp, fruit forward white wines that are laced with the unbridled spirit and legend of the region.14 Hands celebrates the spirit of these wild horses, and the rich and unique history of Washington wines not only in our wines, but also in the vibrant colors and images on our popular varietal labels and our new Hot to Trot red and white blend wines. Whether you enjoy 14 Hands by the glass in your favorite restaurant, or share a bottle with family or friends, our wines are the quintessential Washington wine experience – fruit-forward, easily enjoyable with any meal or on any occasion, and delivering a superb value for the price. Bringing this bottle of wine to the party is more than bringing just a wine – it’s a delicious wine with a unique story that’s sure to spark up a memorable conversation.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Nalewka Babuni Cherry Wine,Poland,N/A,N/A,N/A,Still wine,,$14.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Nalewka Babuni Raspberry Wine,Poland,N/A,N/A,N/A,Still wine,,$14.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Robert Mondavi Woodbridge Red Zinfandel,United States,California,N/A,Zinfandel,Still wine,$15.69,$12.99,"The bright aromas of our Woodbridge Zinfandel brim with blackberry jam, dark cherries, and black pepper. Vanilla and toast flavors add life to this full-bodied wine that finishes with soft, velvety tannins.Our Zin’s smooth and layered flavors pair beautifully with grilled salmon, grilled chicken, lamb kebobs, or chicken rubbed with peppery spices.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Barefoot Bubbly Pink Moscato,United States,California,N/A,Muscat Rose A Petits Grains,Sparkling,$13.59,$9.99,"Get the night started with some cheese, sweet treats and some fresh fruit!",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Dreaming Tree Chardonnay,United States,California,Central Coast,Chardonnay,Still wine,$18.19,$12.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Dreaming Tree Cabernet Sauvignon,United States,California,North Coast,Cabernet Sauvignon,Still wine,$18.19,$12.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Olivier Leflaive Les Setilles Bourgogne Blanc,France,Burgundy,N/A,Chardonnay,Still wine,$26.99,$19.99,"The Leflaive family has been rooted in Puligny Montrachet since 1717. In the 20th century Joseph Leflaive (1870-1953), a descendant of the founder, Claude Leflaive, steadily acquired parcels of prime premier and grand cru vineyards, beginning in Puligny and later across Cote de Beaune and beyond. His sons, Vincent and Jo, took over in 1953. In 1984 Olivier Leflaive, Jo’s son, established with brother, Patrick, Olivier Leflaive Freres, which was set up to act as the negociant (a wine buyer and seller) of Domaine Leflaive, and subsequently rented back selected parcels owned by the brothers to their cousin Anne-Claude Leflaive, Vincent’s daughter, who took on increasing responsibilities at the Domaine. However, by 2012, the brothers’ rented parcels to the Domaine came back to Olivier Leflaive Freres, including: Chevalier-Montrachet Grand Cru; Batard-Montrachet Grand Cru; Puligny-Montrachet 1er Cru Les Pucelles; Puligny Montrachet 1er Cru Les Folatieres; and Meursault 1er Cru Blagny Sous le Dos d’Âne. So, over time, the brothers’ firm became a grower and a negociant.As a negociant that focuses on forging durable relationships with some of the best winegrowers on the Cote de Beaune, Olivier Leflaive Freres bottles exemplary AC regional, village, Premiers Crus and Grands Crus, such as wines from Puligny-Montrachet, Chassagne-Montrachet, Chassagne-Montrachet Premier Cru Les Chaumees, Chassagne-Montrachet Premier Cru Les Vergers, Chassagne-Montrachet Premier Cru Abbaye de Morgeot and Chassagne-Montrachet Clos St Marc, and Rully Raclot.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Beringer Red Moscato,United States,California,N/A,Muscat Rose A Petits Grains,Still wine,$8.99,$6.99,"At Beringer we know that part of making great wines is caring for the land, animals, and people that make those wines possible. We have had sustainable practices in place since long before sustainable farming become fashionable. All of our owned and leased vineyards are certified sustainable by third parties, and we provide our external growers with the resources they need to achieve sustainable farming practices.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Beringer Red Moscato,United States,California,N/A,Muscat Rose A Petits Grains,Still wine,$14.59,$10.99,"At Beringer we know that part of making great wines is caring for the land, animals, and people that make those wines possible. We have had sustainable practices in place since long before sustainable farming become fashionable. All of our owned and leased vineyards are certified sustainable by third parties, and we provide our external growers with the resources they need to achieve sustainable farming practices.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Papi Merlot Demi Sec,Chile,Maule,N/A,Merlot,Still wine,,$10.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Papi Cabernet Sauvignon Demi Sec,Chile,Maule,N/A,Cabernet Sauvignon,Still wine,,$10.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Papi Sauvignon Blanc Demi Sec,Chile,Maule,N/A,Malbec,Still wine,,$10.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Papi Sauvignon Blanc Demi Sec,click for more details,N/A,N/A,N/A,N/A,$14.99,$10.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Tenuta San Guido Guidalberto,Italy,Tuscany,N/A,Non-Varietal Red Blend,Still wine,$59.99,$49.99,Pair with meat sauce pastas and roasted meats.,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Sassicaia,Italy,Tuscany,Bolgheri,Bordeaux Blend,Still wine,$329.99,$299.00,"The legacy of Sassicaia begins in 1944, when Mario Incisa acquired a number of Cabernet Sauvignon and Franc vine cuttings and planted them on a sloping hillside of the San Guido estate, called Castiglioncello after the 11th-century castle at the vineyard's upper edge.  This tiny, 3.75-acre vineyard stood alone until 1965, when a second Cabernet vineyard was planted with cuttings from the Castiglioncello parcel; the gravelly, 30-acre plot would give the wine its name: Sassicaia, ""the place of many stones"".  This and a slightly more elevated microclimate of 20 acres, called Aianova, were planted in phases between 1965 and 1985, bringing plantings to the present extent of 90 acres in vines averaging 20 to 25 years of age. Since the late 1960s, Sassicaia has represented a standard of production that is without compromise.  The grapes are hand picked, destemmed, crushed and fermentation is set off by natural yeasts in stainless steel tanks.  For the first week, pumping over of the must takes place three times daily; during the second week, this is reduced to once daily until the end of the 14-day fermentation period.  The wine is pressed from the skins and undergoes full malolactic fermentation.  Aging takes place in 225-litre Allier and Tronçais oak barriques, approximately 30 percent of which are new, for 18 to 22 months depending on vintage.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Newton Skyside Cabernet Sauvignon,United States,California,Napa County,Cabernet Sauvignon,Still wine,$23.39,$19.99,A tri-tip or other sturdy cut of beef rubbed with a coffee-fennel crust will be just the right dish to pull off the grill and serve with this wine. Game hen with a red wine pan sauce or pasta with a meaty tomato sauce will also make a delicious match.,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Alto Livello Pinot Grigio,Italy,Umbria,N/A,Pinot Gris,Still wine,,$8.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Beringer White Zinfandel,United States,California,N/A,Zinfandel,Still wine,,$6.99,"At Beringer we know that part of making great wines is caring for the land, animals, and people that make those wines possible. We have had sustainable practices in place since long before sustainable farming become fashionable. All of our owned and leased vineyards are certified sustainable by third parties, and we provide our external growers with the resources they need to achieve sustainable farming practices.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Bota Box Riesling,United States,California,N/A,Riesling,Still wine,$26.99,$19.99,"The balanced sweetness and clean, crisp acidity make it a great wine to sip by itself or easily pair with spicy grilled shrimp or Thai noodle salad. Serve chilled.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 La Scolca Gavi White Label,Italy,Piedmont,Gavi,Cortese,Still wine,$19.99,$15.99,"Founded in 1919, La Scolca is the first producer of quality Gavi and ranks among the most historic white wine producers in Italy. Although Cortese had been planted in the region since the late 19th Century, the grape produced low-alcohol, thin and sour wines that quickly oxidized. Consequently, the production was mostly purchased by Cinzano and Martini & Rossi as a base for their sparkling wines. It was the Soldati family, who after the Second World War saved the fate of Cortese from oblivion by focusing entirely on the production of quality Cortese, in a region traditionally known for its reds. They pioneered modern, controlled vinification in stainless steel to preserve the subtle fruit of the Cortese grape, allowing for the creation of wines that retained crisp acidity and aromas and gained structure. Today, the Estate is run by Giorgio Soldati, the founder’s great-grandson, and his daughter, Chiara, representing the fifth generation. The Estate’s 50 hectares of vineyards are planted on the hills surrounding the family villa, in the Rovereto Superiore region of the commune of Gavi, the “Grand Cru” terroir for Cortese. Located 30-miles from the Mediterranean, marine air tempers the cool mountain air and all-day sunlight is ideal for ripening. Vineyards are planted on steep slopes at a density of 50 quintals/ha, half that allowed by the DOCG. Soils are composed of calcareous-clay and volcanic soils with iron, shot with veins of chalky limestone similar to that found in Champagne and Chablis, giving that characteristic flinty character. All of La Scolca’s white wines follow the same vinification process: hand-harvested fruit is brought to the winery after 5-10 minutes, where it is sprayed with dry ice. Cryo-maceration, cold fermentation (13-14ºC) and the use of natural yeasts preserves the Cortese’s subtle fruit, flinty acidity and structure. With Piedmont’s oldest Cortese vines (60+ years) and decades of pioneering, family winemaking tradition, La Scolca produces spectacular, complex and concentrated age-worthy wines now found on the world’s finest wine lists. The 2014 vintage will mark La Scolca’s 95th harvest. La Scolca adheres to European Union Regulation 2078/92, which encourages conversion to organic farming practices to reduce carbon footprint and other negative impact on the environment from both farming and vinification. Some practices include: no use of pesticides and minimal use of chemicals in the cellar; water used in the winery is filtered three times and recycled.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Christmas Red,Italy,Apulia,N/A,Sangiovese,Still wine,,$9.99,"Made by Boutinot is more than just our vineyards and cellars in France, Italy, South Africa and England. It’s our longstanding relationships with hundreds of winegrowers around the world. People in places like Australia, New Zealand, Chile, Argentina, Spain and the USA. We craft our wines by both vinifying fruit from our own vineyards, and by selecting and blending wine from partner growers. Our dedicated product managers (including two Masters of Wine) work hand in hand with our experienced and highly talented winemakers and blenders. Together they bring our winemaking philosophy to life. It’s their mission to ensure all Made by Boutinot wines are crafted to taste the way a Boutinot wine should. Never losing sight of our vision to create high quality wines at every price point.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Chateau Rocher Figeac Saint Emilion,France,Bordeaux,Saint Emilion,Bordeaux Blend,Still wine,$21.59,$18.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Carmel Road Pinot Noir,United States,California,Monterey County,Pinot Noir,Still wine,$17.99,$13.99,"Inland from Monterey’s rugged coastline, yet still directly in the path of the ocean’s relentless influences, CarmelRoad’s vineyards can be found nestled on the foothills of the Santa Lucia Mountains. No mountains hinder the flowof air from the Monterey Bay, allowing fog and chilly, moisture-laden winds to sweep over our vineyards daily, making this one of the coldest wine regions in California. The maritime climate combines with rocky, well-drained, alluvial gravel soils to produce wines with bright, vibrant fruit flavors.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Sutter Home 4-Pack Sweet Red,United States,California,N/A,Non-Varietal Red Blend,Still wine,,$6.99,"At Trinchero Family Estates, our passion for winemaking and delivering the most inspiring flavors from around the globe began more than 60 years ago. In 1947, brothers John and Mario Trinchero traveled to St. Helena, California, near the renowned Napa Valley growing region, and purchased Sutter Home Winery. With its first Sutter Home harvest in 1948, the Trinchero Family crushed three tons of grapes, beginning a long and fruitful history as one of the world’s leading producers of fine wines.As the Trinchero family expanded, so too did the company. Mario’s son Bob joined the team in 1958, eventually becoming the head winemaker after his uncle John retired. Bob focused on growing his family’s efforts, and just 10 years after coming on board, he helped Sutter Home become the first north coast winery to produce commercial wine from Sierra Foothill grapes. He even developed the revolutionary White Zinfandel varietal, which he perfected through innovation, creativity, and a bit of luck in suffering through a ”stuck” fermentation in 1975. With the help of his brother Roger, his wife Evelyn, and his sister Vera, Bob was able to capitalize on the growing demand for White Zinfandel and expand Sutter Home even further.In the 1980s and 1990s, the Trinchero family continued its efforts to produce high-quality, affordably priced varietal wines by purchasing several more California vineyards in areas with choice weather and soil conditions. The family has never lost sight of Sutter Home’s original philosophy to offer ”a great product for a fair price,” even as it acquired more vineyards and additional wineries.Today, with Roger Trinchero leading the way, Trinchero Family Estates represents over 27 brands in the United States and Australia, including Sutter Home, Little Boomey, Menage a Trois, Napa Cellars, and Trinchero Napa Valley. Sutter Home is also the proud sponsor of the Build a Better Burger contest, which pits culinary contestants in an annual burger cookoff to win cash prizes and bragging rites. In all, the last 60 years have been a period of heavy growth and exciting innovation for the Trinchero family, and we look forward to enjoying many more successful years to come.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Gnarly Head Authentic Red,United States,California,Central Valley,"Zinfandel,Cabernet Sauvignon,Merlot",Still wine,$13.59,$9.99,"Gnarly Head Authentic Red is a big, bold Zinfandel-led red blend that hails from a true grit American town: Lodi, California, where gnarled, old vines are pruned in a wild, mop-topped way called ""head trained” – our true gnarly heads. These heroic old vines produce scant clusters of small-berried fruit, resulting in intensely flavored, authentic wines with concentrated dark fruit flavors.To create our new Authentic Red, we’ve blended our densely flavorful Zinfandel with Merlot, Cabernet Sauvignon and Petite Sirah to deliver a massively juicy core of ripe blackberry and spice. Pair it with boldly flavored foods like steak, grilled chops of BBQ.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Sutter Home 4-Pack Pinot Noir,United States,California,N/A,Pinot Noir,Still wine,,$6.99,"A pleasure to sip on its own, this very versatile food wine pairs wells with poached or grilled salmon, roast chicken, baked ham, spring lamb, veal dishes and lighter pastas.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Rapido Sangiovese,Italy,Apulia,N/A,Sangiovese,Still wine,,$9.99,"Set up in 2003, Adria Vini is a winemaking venture jointly owned by Boutinot and Araldica Vini Piemontesi, the leadingco-operative in Piemonte. All areas of production, from grape selection through to vinification, maturation, blendingand bottling are meticulously overseen by Araldica's Claudio Manera and Lella Burdese. Working closely with growersand cooperatives, our aim is to produce a range of authentic, well-priced wines from local grape varieties. Themainstay of white wine production is Pinot Grigio, sourced from the Pavia region south of Milan, Friuli and the Veneto.New projects in the Veneto and Sicily from the 2008 vintage see the addition of Prosecco, Grillo and Catarratto. Thereds come from mature, low yielding vineyards in Sicily, Puglia and Abruzzo, the source of some of Europe's mostundervalued and characterful wines.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Cavit         Pinot Noir,Italy,Veneto,Piave,Pinot Noir,Still wine,$21.19,$15.99,The grapes are picked at peak maturity in the second and third weeks of September. Fermentation takes place over 6-8 days under controlled temperatures of 30ºC in small stainless steel vats. The wine then is placed in larger oak barrels where it rests on its lees until malolactic fermentation has occurred. It is further aged in large sized receptacles to guarantee a complete refining at a temperature of 13-15 degrees Celsius.,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Napa Cellars Merlot,United States,California,Napa County,Merlot,Still wine,$23.99,$18.99,"Napa Cellars embodies the classicNapa Valley style - ripe, rich, balanced and collectible. At Napa Cellars, we have the great fortune of being able to pick and choose the finest fruit from many of Napa’s renowned AVAs, assuring that every vintage represents the very best of Napa Cellars-and the Napa Valley. We offer nine award-winning varietals blended by skilled Winemaker Joe Shirley, each of them offering tremendous quality,value and consistency vintage to vintage.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Fattoria di Magliano Capato,Italy,Tuscany,Maremma,Sangiovese,Still wine,,$12.99,"Meaning “to pick,” Capato is Fattoria di Magliano’s fresh expression of Sangiovese. Bursting with red berry aromas and flavors, the acidity is vibrant, making this an excellent food wine for your everyday meals. An approachable wine refined in cement vats for 6 months post-fermentation in stainless steel tanks.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Cakebread Sauvignon Blanc,United States,California,Napa County,Sauvignon Blanc,Still wine,$41.99,$34.99,"The fruit is pressed immediately after harvest partially as whole berries and partially as clusters to control skin contact. Multiple yeast strains are used to enhance the wine's spectrum of aromatic and flavor complexity. To further fine-tune flavors, the alcoholic fermentation of 75 to 80 percent of the must takes place in temperature-controlled stainless steel tanks and the balance in small French oak barrels.Approximately half of the tank-fermented component is then transferred to small French oak barrels, with the barrel-fermented component, for three to five months' aging. The barrels range in age from one to two years old, and the majority of the wine is aged in the older barrels. The barrel-fermented component is periodically stirred, a process called ""bâtonnage,"" to redistribute the lees, which enriches the wine's texture and helps integrate the fruit flavors with the oak nuances. Up to ten percent of Sémillon adds mineral and ripe fig notes to the blend, and five percent or less of Sauvignon Musqué, a clone of Sauvignon Blanc, contributes a hint of spiciness to the wine. There is no malolactic fermentation.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Cakebread Sauvignon Blanc,click for more details,N/A,N/A,N/A,N/A,$8.99,,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Mud House Sauvignon Blanc,New Zealand,Marlborough,N/A,Sauvignon Blanc,Still wine,$11.99,$11.99,"Established in 1996, the Mud House name reflects the origin and link to the earth, where the wine begins. The vineyards are nurtured to ensure that the grapes reach optimum ripeness, varietal character and flavor. The winemakers then finely craft the wine to capture the essence of its origin. All Mud House wines are produced sustainably. Mud House touches the earth in their three wine growing regions of New Zealand’s South Island. Stephen Dempster, Mud House’s viticulturist and his team of vineyard managers nurture the grapes along their journey to becoming wines that reflect a sense of place.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Flowers Pinot Noir Sonoma Coast,United States,California,Sonoma County,Pinot Noir,Still wine,$67.49,$44.99,"WINEMAKINGUsing sustainable and organic farmingpractices, we meticulously farm our estate vineyards on the extreme Sonoma Coast.   The Pinot Noir benefits directly from the influence of the nearby Pacific Ocean which provides cool daytime breezes during bright sunny days to ensure proper ripening and chilly evening fogs to guarantee lively acidity for freshness in the finished wines.HARVESTAll of our fruit is hand-harvested into small bins in the early morning to protect the fruit and preserve freshness.  At the winery, hand sorting begins on our custom-built shaker table.  Pinot Noir clusters are dispersed and gently conveyed to the next sorting table where six sorters assess the clusters that will be allowed to pass to the fermenters.FERMENTATION AND CELLARINGAt Flowers, Pinot-Noir is partially de-stemmed  to provide a 75% whole-berry environment in our small open-top fermenters.  Pinot Noir is cold-soaked for five to seven days at a temperature of 45° F and the hand-punching-down begins.  After the cold-soak period, the fermenter is warmed to 68 °F to 85 °F and wild yeast carries the fermentation to showcase the terroir and complexity.  Once fermentation is complete the wines are left in contact with the skins for 10-15 days to further enhance flavor and color development.Free-run wines are drained using natural gravity flow to French oak barrels and the remaining skins are gently pressed in a small traditional basket press.  All wines are aged between 14-16 months in small French oak barrels from Burgundian Coopers.   Our philosophy is to retain all of the natural vineyard elements while hand-crafting our Pinot Noir.  This ensures the true expression of our unique vineyard sites when the wines are enjoyed.The wines receive additional bottle aging in our temperature controlled cellar until release.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Tozai Living Jewel Junmai Sake,Japan,Kyoto,N/A,Rice,Still wine,,$15.99,Seimaibuai: 70% (30% of rice grain polished away)Rice: KoshihikariYeast: Brewer’s OriginalNihonshu-do: 6.5Alcohol: 14.9%Acidity: 1.6,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 La Val Albarino,Spain,Galicia,Rias Baixas,Albarino,Still wine,,$14.99,"Perfect with all kinds of seafood and fish, as well as fresh cheese, foie-gras, chicken, rice dishes and pasta. Best enjoyed at 12ºC",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 La Val Albarino,click for more details,N/A,N/A,N/A,N/A,$11.99,$9.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Ed Hardy Sangria,Spain,N/A,N/A,Non-Varietal Red Blend,Still wine,,$5.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Decoy Merlot,United States,California,Sonoma County,Merlot,Still wine,$19.99,$16.97,"Co-founded by Dan and Margaret Duckhorn in 1976, Duckhorn Vineyards has spent more than 30 years establishing itself as one of North America’s premier producers of Bordeaux varietal wines. From its modest inaugural vintage of 800 cases of Cabernet Sauvignon and 800 cases of Merlot in 1978, to its addition of Sauvignon Blanc in 1982, Duckhorn Vineyards has crafted a tradition of quality and excellence that continues today.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
