,merchant,address,name,regprice,description,country,region,subregion,variety,type
735,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Vendange Cabernet Sauvignon,$12.99,"Vendange quality depends on a winemaking team of superior talents and great breadth of experience, a combination that gives them the flexibility to lend a hand wherever needed. 

Director of Winemaking Jeff Kasavan is a veteran winemaker with years of specialized experience. Jeff graduated from the University of California San Diego with a degree in biology in 1975 before serving stints ",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
736,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Sebastiani Vineyards & Winery Merlot Sonoma Cask,$18.99,"Although Sebastiani traces their roots back to the late 1800s, the Sebastiani company’s biggest growth spurt occurred in the 1980s. The family built a large-volume, Central Valley-based portfolio of value brands, collectively called Turner Road Vintners, while continuing to produce its Sebastiani-labeled wines. Production of Turner Road Vintners brands reached 8 million cases a year....",UNITED STATES,CALIFORNIA,SONOMA COUNTY,MERLOT,Still wine
737,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",St Francis Merlot,$24.99,"For over 35 years, St. Francis Winery has produced top quality varietal wines from superior mountain and valley vineyards in Sonoma County's best appellations and earned a reputation for bold-flavored, fruit-forward wines that showcase the terroir and varied microclimates unique to Sonoma.
St. Francis Winery’s commitment to intensely flavored and complex wines begins in the vineyard. It ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,MERLOT,Still wine
738,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Columbia Crest Grand Estates Chardonnay,$12.99,"At Columbia Crest we pride ourselves on delivering handcrafted, superior-quality small-lot wines, as well as affordable everyday Washington wines. Our first release in 1984 started a tradition that has established us as one of America’s most popular and fast-growing wineries.Bright fruit aromas of apple and pear which harmonize gracefully with signature notes of caramelized sugar and butterscotch.",UNITED STATES,WASHINGTON,COLUMBIA VALLEY,CHARDONNAY,Still wine
739,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Columbia Crest Grand Estates Merlot,$12.99,"At Columbia Crest we pride ourselves on delivering handcrafted, superior-quality small-lot wines, as well as affordable everyday Washington wines. Our first release in 1984 started a tradition that has established us as one of America’s most popular and fast-growing wineries.Aromas of vanilla bean, coffee bean, and mocha introduce this classic Merlot. Dark chocolate covered cherries, caramel and ...",UNITED STATES,WASHINGTON,COLUMBIA VALLEY,MERLOT,Still wine
740,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Beringer Chardonnay Private Reserve,$43.99,"Jacob Beringer left his home in Germany, in 1868, for the sunny shores of California where the soil and climate was perfectly suited for growing wine grapes. In 1870, Napa Valley was his final destination where he bought land with his brother Frederick, in 1875, and they began producing wines that were on the same level as the first-class wines that Jacob had developed in Europe. Beringer Winery ...",UNITED STATES,CALIFORNIA,NAPA COUNTY,CHARDONNAY,Still wine
741,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Chateau St Jean Chardonnay Sonoma Coast,$13.99,"Chateau St. Jean, with its gracious style, elegant architecture and inviting gardens and tasting rooms, is the quintessential Sonoma winery. The winemaking estate is located at the foot of Sugarloaf Ridge in the Sonoma Valley near Kenwood, California. Founded in 1973, Chateau St. Jean has long been recognized as a leader in Vineyard Designated wines. Winemaker Margo Van Staaveren uses her 30 ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,CHARDONNAY,Still wine
742,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Travaglini Gattinara,$36.99,"The Travaglini winegrowing company, based in the heart of the hills of the Gattinara region, has 55 ha used for wine production. There are 39 ha currently planted with vines and the rest is pending plantation. Both the Gattinara DOCG, a highly structured wine for ageing, and a small part of the young wine known as Cinzia, are produced from the Nebbiolo grape variety (known locally as Spanna). ...",ITALY,PIEDMONT,GATTINARA,NEBBIOLO,Still wine
743,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Graham's Port Six Grapes Reserve,$22.99,"The firm of W & J Graham & Co has its roots in a Glasgow-based textile concern. In 1820 the brothers William and John Graham, who were then managing the company office in Oporto, accepted 27 pipes of Port wine in settlement of a bad debt. This Port was shipped to the parent company in Glasgow which initially reprimanded the brothers for not sending cash. Fortunately however, after it was sold the ",N/A,N/A,N/A,N/A,N/A
744,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Grahams 10 Year Tawny,$37.99,"The firm of W & J Graham & Co has its roots in a Glasgow-based textile concern. In 1820 the brothers William and John Graham, who were then managing the company office in Oporto, accepted 27 pipes of Port wine in settlement of a bad debt. This Port was shipped to the parent company in Glasgow which initially reprimanded the brothers for not sending cash. Fortunately however, after it was sold the ",PORTUGAL,DURIENSE,DOURO - PORTO,PORT BLEND,Still wine
745,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Chalk Hill Sauvignon Blanc,$24.99,"An elegant, iconic wine estate producing world-class wines located in the Chalk Hill Appellation of Sonoma County. Since its founding in 1972 by famed attorney Fred Furth, Chalk Hill has been Sonoma County’s benchmark producer. For over three decades the winery has produced exceptional wines that have received high acclaim from the trade, press and consumers. Nowhere else will you find such ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,SAUVIGNON BLANC,Still wine
746,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Gekkeikan Sake Traditional,$11.99,"Gekkeikan's state-of-the-art sake brewing facility in Folsom, California is the latest chapter in a continuing success story that began more than 360 years ago five-thousand miles away in Fushimi, Japan. 

Gekkeikan now brings the newest technologies to a brewing process that is nearly 2,000 years old and continues to strengthen its marketing position in the wake of growing demand for ...",UNITED STATES,CALIFORNIA,N/A,RICE,Still wine
747,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Block 073 Santa Rita Hills Chardonnay 2016,$25.99,"""Ripe and full of flavor offering delicious apple, melon, fig, lemon and peach fruit giving way to butterscotch, hazelnut and spice notes. Polished and textured with balanced acidity on a persistent finish."" The Wine Buyer, 92 ...",UNITED STATES,CALIFORNIA,SANTA BARBARA COUNTY,CHARDONNAY,Still wine
748,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Puestero Pinot Noir 2018,$14.99,"Patagonia is about as far from a conventional wine growing area as any in the world. While this is technically the middle of nowhere, innovative winemakers are creating bold and vibrant wines that are all about finesse. The unique soils and micro-climates are such that most farming is done organically, as the lack of moisture and fierce winds control mold and pest problems. Combined with the ...",N/A,N/A,N/A,N/A,N/A
749,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Silver Oak Cabernet Sauvignon Napa Valley 2015,$149.99,"""Seductive singed juniper, black tea and sassafras notes lead the way, with mulled blackberry, plum and black currant fruit following along. The fine-grained finish laces everything up with mouthwatering acidity and subtle grip. Drink now through 2031."" The Wine Spectator, 93 ...",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
750,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Freemark Abbey Bosche Cabernet,$179.99,,UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
751,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Neirano Barbaresco,$20.99,,N/A,N/A,N/A,N/A,N/A
752,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Domaine Breton - Catherine & Pierre Breton Les Perrières,$59.99,"""One of the most prized vineyards in Bourgueil, 40- to 60-year- old vines in silex soils. This is a serious, elegant Cabernet Franc. Savory nose of red fruit, tobacco and touch of vegetal noble. Bloody, meaty texture in the mouth, as well as flavors of baked cherry and hints of black olive. Linear, with fine tannins and a fresh, energetic, lively finish. Has the muscle to age a long time."" ...",N/A,N/A,N/A,N/A,N/A
753,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Paulo Laureano Caricatura Red 2018,$11.99,"""Made from the three main grape varietals from the Alentejo region, Aragonez, Trincadeira and Alicante Bouschet. Notes of ripe black fruit with hints of plums, red pepper and mint. Soft, elegant and balanced on the palate with a long nicely structured finish. 
Drink now."" Wine Buyer, Best ...",N/A,N/A,N/A,N/A,N/A
754,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Encore Monterey Chardonnay 2017,$13.99,"""Well-structured with bright tropical fruit flavors giving way to a creamy mid-palate and finishing with crisp acidity and toasted oak."" The Wine Buyer, 90 ...",UNITED STATES,CALIFORNIA,MONTEREY COUNTY,CHARDONNAY,Still wine
755,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Esprit de Fonrozay Bordeaux 2016,$19.99,"""Warm and ripe, this wine is full of black fruits and rich tannins. It is structured but this foundation is already well integrated with the fruit. Spice and a touch of licorice indicate the wood aging and also the potential of this wine. Drink from 2021."" The Wine Enthusiast, 90 ...",FRANCE,BORDEAUX,N/A,BORDEAUX BLEND,Still wine
756,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Punti Ferrer Reserve Cabernet,$17.99,,N/A,N/A,N/A,N/A,N/A
757,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Marcelo Pelleriti Signature Malbec 2018,$17.99,"Marcelo Pelleriti, has managed to become a benchmark for worldwide enology. His career has led this young Argentine professional to stand among the best, and today is the only Latin American winemaker to obtain 100 points from The Wine Advocate with his Chateau La Violette 2010, a Merlot produced in Pomerol. In addition, he also received 99 points for the Chateau Le Gay 2010. He has over 30 ...",ARGENTINA,CUYO,MENDOZA,MALBEC,Still wine
758,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pedra Cancela Rose,$11.99,"Joao Paul Gouveia is the dynamic viticulturist partnered with the Wine and Vines consulting team that work with many producers throughout Dao. Pedra Cancela is his family’s vineyard, sited on slopes above the Dao river.
The 10 hectare vineyard is planted mostly in reds with half in Touriga Nacional (2 hectares over 40 years old) and the rest in Alfrocheiro, Jaen and Roriz. Half of these ...",N/A,N/A,N/A,N/A,N/A
759,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bedrock Pagani Heritage Red,$59.99,,N/A,N/A,N/A,N/A,N/A
760,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Perimeter Chardonnay,$13.99,"Handcrafted to push the boundaries of winemaking, Perimeter wines reflect bold flavors and bright fruit, perfect for food pairing and entertaining.Our Chardonnay delicately blends the aromas and flavors of tropical fruit and dried apricot with balanced oak and lingering notes of butterscotch on the finish....",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
761,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fog Bank Pinot Grigio,$11.99,"With the evening tide, the fog rolls in and cools our vineyards. The nightmare temperature provide relief from the heat of the day and extend the growing season. A longer time on the vine means a longer time to develop complex, rich varietal flavors. At Fog Bank Vineyards, they select the finest grapes from California's premier coastal wine regions.Zesty and vibrant with fruit flavors of pear, ...",UNITED STATES,CALIFORNIA,N/A,PINOT GRIS,Still wine
762,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Josh Legacy Red,$17.99,"Joseph Carr was an award winning Sommelier and international wine industry executive who set out on his own in 2005 and founded Joseph Carr Winery in Carneros, California. It was, as Mr. Carr says, a chance to follow a dream. ""We're a family owned company dedicated to making world class, handcrafted wines. We work with small growers, coopers and winemakers producing elegant, sophisticated, yet ...",UNITED STATES,CALIFORNIA,N/A,BORDEAUX BLEND,Still wine
763,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Carm Bispado Red,$12.99,"In the Douro Superior (Upper Douro), where the organic cultures of vines, olive oil and almonds coexist with an endangered fauna, our family affirmed our connection to our land through the founding of CARM - Casa Agricola Roboredo Madeira. These lands, where our Estates are situated, continue to give refuge to the golden eagle, the fishing eagle, the griffin and the wild partridge, so typical of ...",PORTUGAL,DURIENSE,DOURO - PORTO,RED PORTUGESE BLEND,Still wine
764,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",La Calonica Vino Nobile,$22.99,"The Agricultural Estate La Calonica was founded in 1973 by the Cattani family who still supervises directly its production and sales, and covers about 45 hectares on the border of the provinces of Siena and Arezzo, between the Municipalities of Montepulciano and Cortona on a crest at about 350 meters above sea level, not far from Lake Trasimeno. The wines produced fall under the production ...",ITALY,TUSCANY,N/A,MONTEPULCIANO,Still wine
765,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Little Cape Cabernet,$13.99,"Nestled some 8,000 miles southeast of America, where the cool Atlantic and the warm Indian oceans converge, lies the Little Cape. A welcome sight for the intrepid, seafaring explorers in the 1600s, this place of hope promised bountiful provisions, including barres of wine and rum to fill their ships and bellies.
Enjoy your own exploration with this delicious wine from the Little Cape: a ...",N/A,N/A,N/A,N/A,N/A
766,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fattoria le PupilLe Morellino di Scansano,$17.99,"The operating nucleus of the property, from early 2000, is in proximity of Istia d’Ombrone, nearby Grosseto. The property is an antique farmhouse and its silhouette is present in some of the most recognizable wine labels of Le Pupille, the whole winery is surrounded by a 12 hectares vineyard, including a small patch destined to an experimentation of old Sangiovese grapes, coming from ancient vine ",ITALY,TUSCANY,N/A,RED ITALIAN BLEND,Still wine
767,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Kendall-Jackson Vintner's Reserve Pinot Gris,$14.99,"Jess Jackson of Kendall Jackson Winery takes great pride in being a family owned and operated business. He believed that, ""being a family-owned winery absolutely affects our winemaking. It affords us the luxury to take the long view. We can take risks and grow our grapes in mountain and hillside vineyards- even though it is more difficult for both the farmer and the vine. But grapes grown on ...",UNITED STATES,CALIFORNIA,N/A,PINOT GRIS,Still wine
768,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Backsberg Pinotage,$16.99,"The philosophy of Backsberg remains that of providing pleasure and enjoyment to a broad range of wine lovers by producing wines not only with structure and finesse, but also with a high level of “drinkability”.

To put it simply, if you find our wines easy to drink then we are achieving what we want.

This philosophy has to exist under an overall umbrella of Care. Care of our ...",N/A,N/A,N/A,N/A,N/A
769,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bota Box Nighthk Blk Red,$21.99,"Premium wine in a box? You bet! Bota Box produces premium California wine in 3-liter box and 500ml Tetra Pak, both made from environmentally-friendly packaging. Bota Box 3L is packaged in 100% recyclable, unbleached, post-consumer fiber printed with soy-based inks. Using state of the art FlexTap™ technology, our wine is kept fresh for up to six weeks after opening, allowing consumers to enjoy a ...",UNITED STATES,CALIFORNIA,N/A,BORDEAUX BLEND,Still wine
770,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Orin Swift Machete,$59.99,"A gothic mauve with a vivid neon rim, the wine appears almost black in the glass. Notes of wet stone, black plum and crushed gravel reverberate from within. Bold upfront, the palate is all-enveloping with mixed berry crepe, black licorice and a touch of char. Layered and omnipotent in weight, the wine finishes with ripe Petite Sirah tannins, providing a pleasant closing texture.
A nearly opaque ...",UNITED STATES,CALIFORNIA,N/A,GRENACHE^PETITE SIRAH^SYRAH,Still wine
771,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Boulay Sancerre Chavignol,$37.99,Gerard Boulay works the soil manually. The youngest vines at the domaine were planted by Mr. Boulay in 1972. The average vine age is about 45 years old. The wines ferment naturally. He adds no yeast and minimal amounts of SO2. The Sancerre-Chavignol is fermented in tank and undergoes a light filtration before bottling. The Clos de Beaujeu (from a vineyard of 0.75 hectares) is fermented in barrel ...,FRANCE,LOIRE,CENTRAL VINEYARDS,SAUVIGNON BLANC,Still wine
772,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Josh Merlot,$17.99,"Joseph Carr was an award winning Sommelier and international wine industry executive who set out on his own in 2005 and founded Joseph Carr Winery in Carneros, California. It was, as Mr. Carr says, a chance to follow a dream. ""We're a family owned company dedicated to making world class, handcrafted wines. We work with small growers, coopers and winemakers producing elegant, sophisticated, yet ...",UNITED STATES,CALIFORNIA,N/A,MERLOT,Still wine
773,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Notorious Pink Rose 2019,$19.99,"This Rosé is pale pink in color that exudes floral orange blossom aromas. Made from 100% Grenache from the South of France, mature berries balance the flavors of ripe berries that give it a wonderful acidity and soft minerality....",FRANCE,PROVENCE,N/A,GRENACHE,Still wine
774,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Perrier-Jouet Champagne Epernay Grand Brut,$54.99,"Perrier-Jouet was founded in 1811 in Epernay by Pierre-Nicolas-Marie Perrier and his wife, Adele Jouet. One of the most prestigious houses in Champagne, the firm was shipping wine to Great Britain by 1813 and to the United States by 1837. Perrier-Jouet owns 266 acres of vineyards in Champagne, with an average rating of 95%, and is known worldwide for its consistency of style.
By the end ...",N/A,N/A,N/A,N/A,N/A
775,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Clos du Bois Merlot,$13.99,"After traveling France’s wine regions, Clos du Bois founder Frank Woods returned home inspired to marry the elegant French style of winemaking with his vibrant California fruit. Decades later, they continue to embrace his artisanal winemaking philosophy, earning a devoted following among those who love refined, approachable wines.
Clos du Bois farms almost 800 acres in the vibrantly ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,MERLOT,Still wine
776,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Graham's Port Late Bottled Vintage,$24.99,"The firm of W & J Graham & Co has its roots in a Glasgow-based textile concern. In 1820 the brothers William and John Graham, who were then managing the company office in Oporto, accepted 27 pipes of Port wine in settlement of a bad debt. This Port was shipped to the parent company in Glasgow which initially reprimanded the brothers for not sending cash. Fortunately however, after it was sold the ",PORTUGAL,DURIENSE,DOURO - PORTO,PORT BLEND,Still wine
777,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Chateau Ste Michelle & Dr Loosen Eroica,$21.99,"Eroica is the result of a special partnership of German and American winemakers to craft an extraordinary Riesling from Washington state grapes. This is more than a blend of two estates, Dr. Loosen from the Mosel and Chateau Ste. Michelle from the Columbia Valley: It`s an intermingling of Old World and New World philosophy and technique. Eroica reflects not only its variety and site, but also its ",UNITED STATES,WASHINGTON,N/A,RIESLING,Still wine
778,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Franzia Cabernet Sauvignon,$21.99,"Teresa Franzia planted her first vineyard along the road to Yosemite in 1906. Her family survived Prohibition by selling those grapes to home winemakers back East. When Prohibition ended, her seven children rebuilt the winery brick by brick, barrel by barrel...everyone pitched in. After World War II, my uncle's new advertising slogan, ""Make friends with Franzia,"" introduced a new generation to ...",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
779,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Franciscan Cabernet Sauvignon,$27.99,"Franciscan was founded in 1972 by a group of lawyers and doctors from San Francisco who decided to try turning their passion for wine into a business. In 1985, Agustin Huneeus, a Chilean exile who had built Concha y Toro in his native country, took over the helm at Franciscan. Huneeus refocused the winery on using the superlative grapes growing in its own vineyards, rather than sourcing from ...",UNITED STATES,CALIFORNIA,NAPA COUNTY,CABERNET SAUVIGNON,Still wine
780,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Ravenswood Zinfandel Old Vine Lodi,$15.99,"Fueled initially by the inspiration and winemaking skills of Joel Peterson, aided and abetted by his business partner W. Reed Foster, Ravenswood winery has been dedicated to top quality, hand-crafted wine since the first crush in 1976. Every Ravenswood wine carries a unique vintage and vineyard identity in addition to the intense powerful – gothic – character with which the winery has come to be ...",UNITED STATES,CALIFORNIA,CENTRAL VALLEY,ZINFANDEL,Still wine
781,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Yellow Tail Merlot,$14.99,"It all started in 1820, when the first Casellas planted some vines in the Italian countryside. Two things sprouted shortly thereafter: a cluster of grapes, and a family passion that would last 188 years and counting. 

Fast forward to 1957. Filippo and Maria Casella were keeping the business alive in Italy, when they decided to pack up and move to Australia. However far away, they ...",N/A,N/A,N/A,N/A,N/A
782,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Joseph Drouhin Macon-Villages,$16.99,"For the last 130 years, Maison Joseph Drouhin has been in the hands of the Drouhin family.  Today, the fourth generation is at the helm, animated by the same passion that inspired the founder of the company.
Joseph Drouhin has adopted the biological and biodynamic approach.  Only natural products are used in the vineyards and all procedures show the utmost respect for the soil, the vine ...",FRANCE,BURGUNDY,MACONNAIS,CHARDONNAY,Still wine
783,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Simi Merlot,$19.99,"Twenty-six years after his first harvest at Alexander Valley Vineyards, Steve Reeder returned to his winemaking roots, becoming Vice President of Winemaking for Simi Winery in August 2003. 

Reeder, an internationally recognized winemaker, has received wide acclaim throughout the wine industry for many varieties, especially the Bordeaux-varietal wines. Among his accomplishments was ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,MERLOT,Still wine
784,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Cave L'Aurance Chardonnay,$16.99,Bourgogne appellation covers all of the Burgundy region. The vineyards of Bourgogne AOC are located in 385 villages! The Burgundy region begins a hundred kilometers south from Paris and spreads itself down to Lyon. It stretches on 360 kilometers. Burgundy whites are sensual and characteristic.If you like you’re chardonnay oak-free this is a great choice. Impressive roundness on the palate with ...,FRANCE,BURGUNDY,BOURGOGNE,CHARDONNAY,Still wine
785,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Walter Hansel Winery Pinot Noir The North Slope,$49.99,"Walter Hansel was a lifelong wine enthusiast who had the vision to plant his estate's original 250 vines in 1978. Today, Stephen, Walter's son, has taken up where his father left off, pursuing his vision of producing world-class Burgundian-styled Pinot Noir and Chardonnay, all from the Russian River Valley. 

Steve Hansel's friend, famed winemaker Tom Rochioli, helped him in the early ...",UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
786,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Black Box Merlot,$24.99,"Years ago while traveling in Europe, Black Box founder Ryan Sproule was amazed at how many Europeans drank premium-quality box wines. They favored freshness, value and convenience over tradition. By forgoing expensive bottles in favor of bag-in-a-box packaging, European vintners were providing their customers with better wines at better prices. 

When Ryan returned to the U.S., he was ...",UNITED STATES,CALIFORNIA,N/A,MERLOT,Still wine
787,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Latour Giraud Meursault Charme,$99.99,,N/A,N/A,N/A,N/A,N/A
788,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Chateau Greysac Medoc,$19.99,"Château Greysac's destiny is linked to a visit in 1973 by Baron François de Gunzburg and several of his friends. The visitors were so taken with the estate that they immediately decided to buy it. Château Greysac underwent remarkable development and was admitted to the very select Union des Grands Crus de Bordeaux in 1982. 
Greysac's wine is now more than ever before the expression of ...",FRANCE,BORDEAUX,MEDOC,BORDEAUX BLEND,Still wine
789,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Beringer Pinot Grigio,$7.99,"The coordination between viticulture and winemaking teams is essential when choosing fruit, to achieve the optimum level of flavor and balance in the wine. The vineyards selected for the California Collection wines are bathed in warm sunshine the majority of the day, to yield the most ripe, sun-kissed fruit flavors in the grapes.A refreshing bite of juicy white peach and citrus, finishing with a ...",UNITED STATES,CALIFORNIA,N/A,PINOT GRIS,Still wine
790,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Terredora di Paolo Falanghina Irpinia,$15.99,"Since establishing Terredora in 1978, a key cornerstone was the rediscovering and restoration of Campania’s ancient and authochthon varieties such as Aglianico, Fiano, Greco and Falanghina. These grape varieties are the main characters that have brought about Campanian’s wine renaissance.

Innovation is just as vital a key and it is found throughout the winery, in the vineyards and the ...",ITALY,CAMPANIA,IRPINIA,FALANGHINA,Still wine
791,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Ravenswood Cabernet Sauvignon Vintner's Blend,$12.99,"Fueled initially by the inspiration and winemaking skills of Joel Peterson, aided and abetted by his business partner W. Reed Foster, Ravenswood winery has been dedicated to top quality, hand-crafted wine since the first crush in 1976. Every Ravenswood wine carries a unique vintage and vineyard identity in addition to the intense powerful – gothic – character with which the winery has come to be ...",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
792,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fre Merlot,$10.99,"The history of Sutter Home Winery dates back to the late 1800's, when a Swiss-German immigrant named John Thomann established a small winery and distillery in the heart of California's Napa Valley. Although much has changed for the Trincheros and Sutter Home, the motto and philosophy originated by their father more than a half-century ago remains the same: ""A great product for a fair price."" ...",UNITED STATES,CALIFORNIA,N/A,MERLOT,Still wine
793,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Avia Riesling,$6.99,"
Laureate Imports Company was established in 1979 as a subsidiary of The Coca-Cola Trading Company. 


Its original mission was to generate counter-trade benefits for The Coca-Cola Company in several European Countries where Coca-Cola was expanding business. Laureate imported wines to the United States Market and portions of the hard currency generated was used in the host countries  click for more details
Sku: 34208  
",SLOVENIA,PRIMORJE,BRDA,RIESLING,Still wine
794,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",J.J. Prum Graacher Himmelreich Kabinett Riesling,$39.99,"
For centuries the Prüm family has called the village of Wehlen home. The 33.5 acre estate consists of nearly 70% ungrafted vines. Holdings are in the best parts of the top Middle-Mosel sites: Wehlener Sonnenuhr, Zeltinger Sonnenuhr, Graacher Himmelreich, Graacher Domprobst, Bernkasteler Lay, Bernkasteler Badstube, and Bernkasteler Bratenhöfchen. Average annual production is 13,000 cases. The  click for more details
Sku: 34456  
",N/A,N/A,N/A,N/A,N/A
795,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Barefoot White Zinfandel,$9.99,"Barefoot Cellars was created in 1986. It started with two varietals that were all about bringing the fun back—California Cabernet Sauvignon and California Sauvignon Blanc. Behind every great bottle of wine is an even greater winemaker. And ours is Jennifer Wall. She joined the team in 1995 back when there were only four varietals. She’s all about making fun, flavorful wines that fans of any ...",UNITED STATES,CALIFORNIA,N/A,ZINFANDEL,Still wine
796,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Cloudline Pinot Noir,$19.99,"
Cloudline Cellars represents a first for Dreyfus, Ashby--our own wine. Given our love for Pinot Noir and our long history developing Domaine Drouhin Oregon and other fine wines, it's probably not surprising that we would choose Oregon's Willamette Valley as the home for this exciting project.


Our goal is very specific: to create teh best, most delicious and consistent value in ... click for more details
Sku: 36629  
",N/A,N/A,N/A,N/A,N/A
797,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bucaro Montepulciano d'Abruzzo,$14.99,"Produced by Carlo and Bruno Volpi’s enologist, Giuliano Noë, at Cantina Aurora in Tortona. The Volpi winery was founded by Christiana Cairo Volpi at the turn of the century. In 1914 her two sons continued her initiative. The Volpi family had been in the restaurant business, having owned both the Trattoria de Cappel Verde and the Bar Venezia. Their passion for wine and food continues to this day, ...",N/A,N/A,N/A,N/A,N/A
798,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Ciacci Piccolomini d'Aragona Rosso di Montalcino,$23.99,"In 1985, Giuseppe Bianchini began his quest for quality. Moments after the passing of Countess Piccolomini, Giuseppe learned that he, the sole employee who passionately cared about her vines, inherited the vast Piccolomini wine estate. Evidence of his appreciation and commitment to the Piccolomini legend can be found in the glass – each wine is a tribute to the gracious Countess. Highly regarded ...",ITALY,TUSCANY,ROSSO DI MONTALCINO,SANGIOVESE,Still wine
